Key Word,Username,User_ID,Datetime,Favorite_count,Geo,Coordinates,Text,Cleaned_Text
depressed,safaa371127161,1390653223506259973,2021-05-07 13:02:20,0,,,"RT @WafaaZain9: Youstina Paules
@YoustinaPaules1
#التنسيق_التكميلى_باطل
#التكليف_الكامل_للصيادله
#محاكمه_وزيره_الصحه
Depressed and frustrat…",Youstina Paules التنسيق_التكميلى_باطل التكليف_الكامل_للصيادله محاكمه_وزيره_الصحه Depressed and frustrat…
depressed,Petra_C,1390653209950183425,2021-05-07 13:02:16,0,,,"RT @PadrepioSaint: ""You must humble yourself before God rather than become depressed in spirit.""","""You must humble yourself before God rather than become depressed in spirit."""
depressed,samwich_feelz,1390653178740367363,2021-05-07 13:02:09,0,,,"When Taylor Swift retreats,, I ruminate upon emo 2005 bands and I become a little more depressed because of their strange lopsided boots and stoic fists.","When Taylor Swift retreats,, I ruminate upon emo two thousand and five bands and I become a little more depressed because of their strange lopsided boots and stoic fists."
depressed,xxswisteria,1390653162772647936,2021-05-07 13:02:05,0,,,"@thebleachb0ys kinda? this last year hasn’t had as much personal growth and new experiences as it would if i was actually able to have my freshman year of college, but i still have great friends and despite being depressed and not knowing what i want in life, i’m not suicidal rn","kinda? this last year hasn’t had as much personal growth and new experiences as it would if i was actually able to have my freshman year of college, but i still have great friends and despite being depressed and not knowing what i want in life, i’m not suicidal rn"
depressed,clownyverse,1390653158477737988,2021-05-07 13:02:04,0,,,RT @ulysses_h_grant: Forever depressed that we have lost so much regional flavor and culture in the United States. https://t.co/gNkgnwi6sK,Forever depressed that we have lost so much regional flavor and culture in the United States.
depressed,dekubunself,1390653147111038987,2021-05-07 13:02:02,0,,,"IM JUST THINKING SINCE DEPRESSED DEKU/TIRED DEKU IS SUPER PRETTY, DO U GUYS THINK PPL THINK HE'S AN IKEMEN ONCE HE COMES BACK 😭","IM JUST THINKING SINCE DEPRESSED DEKU/TIRED DEKU IS SUPER PRETTY, DO U GUYS THINK PPL THINK HE'S AN IKEMEN ONCE HE COMES BACK 😭"
depressed,gbemisola098,1390653122901647361,2021-05-07 13:01:56,0,,,"RT @Help_Hand_Naija: To every mom who feels hopeless &amp; helpless, I want to tell u that u are not alone

When Malaria fever breaks in a slum…","To every mom who feels hopeless ; helpless, I want to tell u that u are not alone When Malaria fever breaks in a slum…"
depressed,MarbleGazelle,1390653111023325184,2021-05-07 13:01:53,0,,,"RT @scheng_: i did a little bit of reporting on sexual harassment and sexual assault in 2018, and quickly became v burnout and depressed bc…","i did a little bit of reporting on sexual harassment and sexual assault in two thousand and eighteen, and quickly became v burnout and depressed bc…"
depressed,DdsVineet,1390653106313170946,2021-05-07 13:01:52,0,,,"RT @dancejocky: It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unemploye…","It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unemploye…"
depressed,Quatoxoma,1390653101850439684,2021-05-07 13:01:51,1,,,@UZUMAKI1828 when i first met you you gave of the kinda depressed vibe if u know what I mean,when i first met you you gave of the kinda depressed vibe if u know what I mean
depressed,Brain_Balance,1390653088827121664,2021-05-07 13:01:48,0,,,"Darren says after enrolling in Brain Balance “I am no longer one bit depressed.” We’re so inspired by you and your journey, Darren! https://t.co/RmyVViKMhc","Darren says after enrolling in Brain Balance “I am no longer one bit depressed.” We’re so inspired by you and your journey, Darren!"
depressed,ohpleeznotagain,1390653013832896518,2021-05-07 13:01:30,0,,,"RT @larryherrer: If you text ""Home"" to 741741 when you are feeling depressed, sad, or going through any kind of emotional crisis, a crisis…","If you text ""Home"" to seven hundred and forty-one thousand, seven hundred and forty-one when you are feeling depressed, sad, or going through any kind of emotional crisis, a crisis…"
depressed,jairul00,1390652996153798658,2021-05-07 13:01:26,0,,,"RT @aimanalif00: Pkp 1.0 - Motivated
Pkp 2.0 - Demotivated 
Pkp 3.0 - Depressed 

Being an adult is too complicated. Time to be a unicorn.…",Pkp one.zero - Motivated Pkp two.zero - Demotivated Pkp three.zero - Depressed Being an adult is too complicated. Time to be a unicorn.…
depressed,demonopsis,1390652993817694216,2021-05-07 13:01:25,0,,,RT @anta_baka00: something about white-haired dudes with a god complex being a little obsessed with their severely depressed dark-haired bu…,something about white-haired dudes with a god complex being a little obsessed with their severely depressed dark-haired bu…
depressed,ReLLoO540,1390652964277297158,2021-05-07 13:01:18,0,,,"Maybe that’s why I’m depressed, I make sure everybody good , but nobody give af about me","Maybe that’s why I’m depressed, I make sure everybody good , but nobody give af about me"
depressed,KdwUh,1390652931184103432,2021-05-07 13:01:10,0,,,RT @deelomas: Anyone else waking up this morning utterly depressed by the impending election results &amp; truly embarrassed by the headlines a…,Anyone else waking up this morning utterly depressed by the impending election results ; truly embarrassed by the headlines a…
depressed,ASTRONAUTCASSI,1390652923810652163,2021-05-07 13:01:08,0,,,i’m so depressed there was a fake eyelash stuck to my 8 oz polynesian sauce packet in my car this morning,i’m so depressed there was a fake eyelash stuck to my eight oz polynesian sauce packet in my car this morning
depressed,wannn__________,1390652921314910208,2021-05-07 13:01:08,0,,,Depressed https://t.co/faNJqBDJbx,Depressed
depressed,the_artm,1390652916244037633,2021-05-07 13:01:06,0,,,RT @LazyEngr9: Civic wala feeling depressed after this 👇😂 https://t.co/B7z5GuybGj,Civic wala feeling depressed after this 👇😂
depressed,RobMP73,1390652904793595905,2021-05-07 13:01:04,0,,,"@JamesHarrisNow @michaelglasper Short of a leader who is an energetic combination of Gandhi, Nelson Mandella and The Rock, things are going to be bad for a long time. God I'm depressed.. https://t.co/r9CviNLRtM","Short of a leader who is an energetic combination of Gandhi, Nelson Mandella and The Rock, things are going to be bad for a long time. God I'm depressed.."
depressed,MagiquePillow,1390652898078568449,2021-05-07 13:01:02,0,,,RT @cherytr3: HELLO HE'S SO PRETTY AND DEPRESSED??? https://t.co/j5IutHf6LV,HELLO HE'S SO PRETTY AND DEPRESSED???
depressed,zzxtigma,1390652887286571018,2021-05-07 13:01:00,0,,,"RT @sweatzynberry: If you are free, if you are alone,if you are depressed,if you are anxious,thn stream Nobody Is Listening by ZAYN
Promise…","If you are free, if you are alone,if you are depressed,if you are anxious,thn stream Nobody Is Listening by ZAYN Promise…"
depressed,DdsVineet,1390652868521340929,2021-05-07 13:00:55,0,,,"RT @sujaganesh: It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unemploye…","It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unemploye…"
depressed,ridom_737,1390652795561209856,2021-05-07 13:00:38,0,,,RT @sdsubir24: Can't you hear us honorable @AKAbdulMomen @MdShahriarAlam @FarhadHossainMp that we are requesting you repeatedly for releasi…,Can't you hear us honorable that we are requesting you repeatedly for releasi…
depressed,onlyaPalindrome,1390652776741539846,2021-05-07 13:00:33,0,,,I couldn’t live a day without music 🌞 I would need to be deeply depressed not listening to sound (happened once),I couldn’t live a day without music 🌞 I would need to be deeply depressed not listening to sound (happened once)
depressed,AumhcAurora,1390652772253519873,2021-05-07 13:00:32,0,,,"Asking for help when you need it isn't weak; it's a strength. When you're stressed, feeling depressed and/or anxious, or something more serious, we're here for you. Call us today, 303.617.2300. Be your best self. #MentalHealth #MentalHealthMonth https://t.co/qWHDsijWhR","Asking for help when you need it isn't weak; it's a strength. When you're stressed, feeling depressed and/or anxious, or something more serious, we're here for you. Call us today, three hundred and three.six hundred and seventeen.two thousand, three hundred. Be your best self. MentalHealth MentalHealthMonth"
depressed,Jessuvivi,1390652768055083013,2021-05-07 13:00:31,0,,,RT @Obacruze: There are many ways to get depressed but supporting arsenal is their class captain.,There are many ways to get depressed but supporting arsenal is their class captain.
depressed,MoonOffspringC,1390652759167455232,2021-05-07 13:00:29,0,,,"RT @blxopium: @barbs_olie yes ! like when i get depressed, my room goes THROUGH it, and like, i have to hear it all the time from my aunt t…","yes ! like when i get depressed, my room goes THROUGH it, and like, i have to hear it all the time from my aunt t…"
depressed,iam_angelvt,1390652751084929033,2021-05-07 13:00:27,0,,,"Omg this is so emotional, I’m depressed https://t.co/0gCfhg2PxF","Omg this is so emotional, I’m depressed"
depressed,iamalazyboy,1390652715752116225,2021-05-07 13:00:19,0,,,RT @larenbkdk: Depressed Deku is too pretty sorry https://t.co/Oa3xholuQf,Depressed Deku is too pretty sorry
depressed,tulipskcal,1390652708378480640,2021-05-07 13:00:17,0,,,me being emotionally numb and depressed made me immune to horror movies because i don't really feel anything anymore wtf,me being emotionally numb and depressed made me immune to horror movies because i don't really feel anything anymore wtf
depressed,luvmethereal,1390652705480187905,2021-05-07 13:00:16,0,,,anyone else hate nights and procrastinate sleeping because the only way you can sleep is by listening to music but you’re depressed so all your songs are sad and you can’t fall asleep to them and just end up having panic attacks and overthink until the sun rises? Or are u normal?,anyone else hate nights and procrastinate sleeping because the only way you can sleep is by listening to music but you’re depressed so all your songs are sad and you can’t fall asleep to them and just end up having panic attacks and overthink until the sun rises? Or are u normal?
depressed,cuddlesandcoke,1390652700950507522,2021-05-07 13:00:15,0,,,"if anyone wants to get my miserable depressed pos self something for my dumb birthday today here are some options 🎈🎁 

cashapp: $cuddlesandcoke
paypal: cuddlesandcanvas@gmail.com
wishlist in my bio

**or**

preferred gift: killmedotcom",if anyone wants to get my miserable depressed pos self something for my dumb birthday today here are some options 🎈🎁 cashapp: $cuddlesandcoke paypal: cuddlesandcanvasgmail.com wishlist in my bio **or** preferred gift: killmedotcom
depressed,tremi1720,1390652700199694345,2021-05-07 13:00:15,0,,,RT @graciousswift13: WHAT THE LITERAL FUCK AM I SUPPOSED TO DO WITH MY LIFE???? HUH????? I HAVE NO PASSIONS ANd IM SUPPOSED TO FIND A FULL…,WHAT THE LITERAL FUCK AM I SUPPOSED TO DO WITH MY LIFE???? HUH????? I HAVE NO PASSIONS ANd IM SUPPOSED TO FIND A FULL…
depressed,conormorgan69,1390652691429396485,2021-05-07 13:00:13,0,,,@HaIeEndEra Depressed is putting it lightly.,Depressed is putting it lightly.
depressed,g3studios,1390652658139242503,2021-05-07 13:00:05,0,,,"@BattleAxe119 It’s truly hurting our business. And, makes me more depressed.. 😢","It’s truly hurting our business. And, makes me more depressed.. 😢"
depressed,tmdluli8,1390652656151105544,2021-05-07 13:00:04,0,,,"RT @MxolisiBob: Who is going to buy your book in a depressed economy?

Your White masters?",Who is going to buy your book in a depressed economy? Your White masters?
depressed,browntestivles,1390652655236788224,2021-05-07 13:00:04,0,,,"RT @FoundedScarab: Alright, I’m done fucking around, I need to make a change in the way I’m doing things or I’m just gonna stay depressed…","Alright, I’m done fucking around, I need to make a change in the way I’m doing things or I’m just gonna stay depressed…"
depressed,KILLshaiyung,1390652646948757512,2021-05-07 13:00:02,0,,,"💯 on god, idk what it was but I just got off that depressed shit one day. I was fed tf up with everybody including my own shit 😂 https://t.co/05u2pGiFwG","💯 on god, idk what it was but I just got off that depressed shit one day. I was fed tf up with everybody including my own shit 😂"
depressed,IStillFeelHighi,1390652637561987073,2021-05-07 13:00:00,0,,,@mileywrld Guurrrl you're so mean 🤣🤣 she must be feeling depressed now... I mean she is probably seeing this pic everywhere lol.,Guurrrl you're so mean 🤣🤣 she must be feeling depressed now... I mean she is probably seeing this pic everywhere lol.
depressed,InMyBurKEN,1390652618729562115,2021-05-07 12:59:56,0,,,RT @lia_gravity: @barbs_olie Y'all know how hard it is to have natural hair and be depressed?? Like I can't throw my hair up in a messy bun…,Y'all know how hard it is to have natural hair and be depressed?? Like I can't throw my hair up in a messy bun…
depressed,ticketstomgk,1390652590216593413,2021-05-07 12:59:49,1,,,i cant even tell if im in a depressed mood or if im jus feeling the single vibes fuck,i cant even tell if im in a depressed mood or if im jus feeling the single vibes fuck
depressed,notshivan,1390652576278867976,2021-05-07 12:59:45,0,,,RT @okaySargam: mfs who were famous in school are now depressed,mfs who were famous in school are now depressed
depressed,MiracleHappen_,1390652576127807491,2021-05-07 12:59:45,0,,,"RT @butterfly__0003: *lockdown be like*

Me : ewww, cockroach
Cockroach : ewww, ugly, tired, sick, depressed aur pura din bed pe pada hua m…","*lockdown be like* Me : ewww, cockroach Cockroach : ewww, ugly, tired, sick, depressed aur pura din bed pe pada hua m…"
depressed,k8heartbach,1390652543290728452,2021-05-07 12:59:38,0,,,I’m depressed,I’m depressed
depressed,softale_,1390652536353218561,2021-05-07 12:59:36,0,,,I am so depressed knowing the worth of the upcoming album 😭,I am so depressed knowing the worth of the upcoming album 😭
depressed,SconeOf,1390652535195766785,2021-05-07 12:59:36,4,,,Worrying. It looks like the yoons have turned out better to me so far. I knew they’d see it as their Alamo. My main concern is a mix of complacency and infighting might have depressed the yesser constituency vote slightly,Worrying. It looks like the yoons have turned out better to me so far. I knew they’d see it as their Alamo. My main concern is a mix of complacency and infighting might have depressed the yesser constituency vote slightly
depressed,DdsVineet,1390652526228344834,2021-05-07 12:59:33,0,,,"RT @miniOscope: It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unemploye…","It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unemploye…"
depressed,dancing_devil,1390652520037453829,2021-05-07 12:59:32,0,,,RT @binigyothoughts: May is #MentalHealthAwarenessMonth and my message for today is Be Kind. We never know what someone is going through. A…,May is MentalHealthAwarenessMonth and my message for today is Be Kind. We never know what someone is going through. A…
depressed,notjul1,1390652474797838338,2021-05-07 12:59:21,0,,,feeling depressed,feeling depressed
depressed,AyaYoussry10,1390652428530462721,2021-05-07 12:59:10,0,,,"RT @Shrouk03679142: #التنسيق_التكميلى_باطل
#التكليف_الكامل_للصيادله
#محاكمه_وزيره_الصحه
Depressed and frustrated 
That's the feeling of all…",التنسيق_التكميلى_باطل التكليف_الكامل_للصيادله محاكمه_وزيره_الصحه Depressed and frustrated That's the feeling of all…
depressed,tinymatsu,1390652409811243009,2021-05-07 12:59:06,0,,,Ever notice how if you tell someone you feel depressed/hate yourself/crave death one of the first things they say is “No don’t say that 🙁“ like ok I can not say it but it’s still in here 🧠,Ever notice how if you tell someone you feel depressed/hate yourself/crave death one of the first things they say is “No don’t say that 🙁“ like ok I can not say it but it’s still in here 🧠
depressed,SamarnathSoory,1390652387992293383,2021-05-07 12:59:01,0,,,"RT @sophietalksball: for all you arsenal fans who feel depressed bc the men’s team has been one big disappointment, i’d like to introduce y…","for all you arsenal fans who feel depressed bc the men’s team has been one big disappointment, i’d like to introduce y…"
depressed,TheFoxUpstairs,1390652382879657985,2021-05-07 12:58:59,0,,,"Every time I see Milngavie written down, I hear it in the depressed voice of the ScotRail tannoy announcement","Every time I see Milngavie written down, I hear it in the depressed voice of the ScotRail tannoy announcement"
depressed,cinemashoebox,1390652379637456902,2021-05-07 12:58:59,3,,,depressed by local election results? distract yourself by starting several small wars in your mentions!,depressed by local election results? distract yourself by starting several small wars in your mentions!
depressed,SyedaBatoolZeh3,1390652374889422850,2021-05-07 12:58:57,0,,,I think today I'm allowed to be depressed. I'll stay positive until 5pm after that I'm either celebrating or mourning. Welldone to all the peers for getting your offers. You all deserves it so much❤To the rest d.w we are in the same boat. Dm me if you want a shoulder❤,I think today I'm allowed to be depressed. I'll stay positive until fivepm after that I'm either celebrating or mourning. Welldone to all the peers for getting your offers. You all deserves it so much❤To the rest d.w we are in the same boat. Dm me if you want a shoulder❤
depressed,LaizyDaizey,1390652370485485571,2021-05-07 12:58:56,0,,,"RT @cactus_woman: Feeling deeply deflated, despondent &amp; depressed today as the Tories clean up &amp; Labour (or, rather, my local Labour MP) ap…","Feeling deeply deflated, despondent ; depressed today as the Tories clean up ; Labour (or, rather, my local Labour MP) ap…"
depressed,4liarrhh,1390652368539115522,2021-05-07 12:58:56,0,,,ive unlocked new skills whenever i feel hella depressed or sad i will hurt myself until i get satisfaction from it. i wont stop not until im satisfied 😃,ive unlocked new skills whenever i feel hella depressed or sad i will hurt myself until i get satisfaction from it. i wont stop not until im satisfied 😃
depressed,DdsVineet,1390652346213019650,2021-05-07 12:58:51,0,,,"RT @Prasann06708648: It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unem…","It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unem…"
depressed,Vbt06589703,1390652337471905795,2021-05-07 12:58:48,0,,,"RT @DurgeshRoy4: #cancel12thboardexams2021
Students are being depressed cancel 12th board exam. https://t.co/0J4Q2jlUzm",canceltwelvethboardexamstwo thousand and twenty-one Students are being depressed cancel twelveth board exam.
depressed,Drpvc,1390652336297545730,2021-05-07 12:58:48,0,,,"If recovering patients feeling Depressed,anxious or signs of PTSD -do consult and tell your doctor so counselling and medication can help you.","If recovering patients feeling Depressed,anxious or signs of PTSD -do consult and tell your doctor so counselling and medication can help you."
depressed,sagar_dingra,1390652330115174402,2021-05-07 12:58:47,0,,,"RT @Balludlegend: Through our desire to help others we can learn to be happy rather than depressed .
The headline-
""Sarkar se jada Madat ka…","Through our desire to help others we can learn to be happy rather than depressed . The headline- ""Sarkar se jada Madat ka…"
depressed,adigautii,1390652325778190345,2021-05-07 12:58:46,0,,,"RT @RoshanK99167580: After the postponed of class 12 exam students are depressed for there studies so pls cancel 12th boards exam 🙏
#cancel…",After the postponed of class twelve exam students are depressed for there studies so pls cancel twelveth boards exam 🙏 cancel…
depressed,Empty78083880,1390652316286537731,2021-05-07 12:58:43,1,,,So they cut my hair while I was asleep and got depressed over it for like 3 days.. no more hentai protagonist I guess..,So they cut my hair while I was asleep and got depressed over it for like three days.. no more hentai protagonist I guess..
depressed,alastoric13,1390652313421889544,2021-05-07 12:58:43,0,,,"RT @MaryBriggs1: When you are sad or depressed, be a blessing.","When you are sad or depressed, be a blessing."
depressed,DB_Visuals_,1390652289698844672,2021-05-07 12:58:37,0,,,"You feel depressed?

Do you know how many people are dying of hunger right now? 

How many kids do not have healthcare?

How many people out there are fighting a war?

And here you are in your warm bed crying that you are depressed.

You ain't depressed, just bored. Pussy!","You feel depressed? Do you know how many people are dying of hunger right now? How many kids do not have healthcare? How many people out there are fighting a war? And here you are in your warm bed crying that you are depressed. You ain't depressed, just bored. Pussy!"
depressed,DdsVineet,1390652285890465804,2021-05-07 12:58:36,0,,,"RT @SueM11861916: It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unemplo…","It is one thing to CHOOSE to stay at home for whatsoever reason, but a WHOLE other thing to be forced to be home, unemplo…"
depressed,ng32CuLIH6lZ2Ey,1390652268962320384,2021-05-07 12:58:32,0,,,"RT @amirh_786: #LetUsBackToAus
Pls let us back to aus plz we r depressed mentally for every second.if u go through this situation then u wi…",LetUsBackToAus Pls let us back to aus plz we r depressed mentally for every second.if u go through this situation then u wi…
depressed,EmanAli59183480,1390652237630877696,2021-05-07 12:58:25,0,,,"RT @hendmoh62163283: Youstina Paules
@YoustinaPaules1
#التنسيق_التكميلى_باطل
#التكليف_الكامل_للصيادله
#محاكمه_وزيره_الصحه
Depressed and fru…",Youstina Paules التنسيق_التكميلى_باطل التكليف_الكامل_للصيادله محاكمه_وزيره_الصحه Depressed and fru…
depressed,ChristianMiners,1390652216311259138,2021-05-07 12:58:20,0,,,"@ScottyCollins15 @BrindleKeith @Beany_1 Don't worry, I'm sure that Spaffer's honest egalitarian government will compensate those depressed areas that voted to lose the EU funding that propped up many elements of their social infrastructure.","Don't worry, I'm sure that Spaffer's honest egalitarian government will compensate those depressed areas that voted to lose the EU funding that propped up many elements of their social infrastructure."
depressed,wrongmiles,1390652209508016133,2021-05-07 12:58:18,1,,,if i get depressed and start talking abt taking a bike tour of florida check in on me https://t.co/5CRL5EMrzb,if i get depressed and start talking abt taking a bike tour of florida check in on me
depressed,EmilyTheCosmo,1390652188502921216,2021-05-07 12:58:13,0,,,"RT @miracleofsound: Young people: Endure broken economies, a deadly pandemic, superficial social media culture, working 3 jobs to not affor…","Young people: Endure broken economies, a deadly pandemic, superficial social media culture, working three jobs to not affor…"
depressed,atifsafdar10,1390652171348332557,2021-05-07 12:58:09,0,,,"@ZakaWaqar Im really depressed and due to depresion I am Ill after listening the decision of @Shafqat_Mahmood  its ok im not saying to cancel 12 board exams .., Atleast give our right give us more time period . How come you have decided to take 12 exams in june . #justicefor12thstudents","Im really depressed and due to depresion I am Ill after listening the decision of its ok im not saying to cancel twelve board exams .., Atleast give our right give us more time period . How come you have decided to take twelve exams in june . justicefortwelvethstudents"
depressed,FlipperKlings,1390652153925148672,2021-05-07 12:58:05,0,,,"@SeroundStudios @analmylatina The only blinkered perspective is that of snowflake anti-depressant popping, depressed England based journalists who resent Jose, a figure of tough love, cos he ended their beloved Wenger's career whilst mocking him a new one, lying out their teeth to belittle him; chequebook","The only blinkered perspective is that of snowflake anti-depressant popping, depressed England based journalists who resent Jose, a figure of tough love, cos he ended their beloved Wenger's career whilst mocking him a new one, lying out their teeth to belittle him; chequebook"
depressed,nobananastoday,1390652141585453058,2021-05-07 12:58:02,0,,,Don't hide behind a diagnosis. Most depressed and anxious women don't take out their insecurities on former work colleagues. You chose that path freely.,Don't hide behind a diagnosis. Most depressed and anxious women don't take out their insecurities on former work colleagues. You chose that path freely.
depressed,minahbeans,1390652141446914054,2021-05-07 12:58:02,0,,,"RT @CdubTakeW: @angstcraze @barbs_olie I'm dead that every black parent turned ""I'm depressed"" into a verb.","I'm dead that every black parent turned ""I'm depressed"" into a verb."
depressed,SandyTilley3,1390652140360699909,2021-05-07 12:58:01,0,,,RT @Meechee_Jo: I know Nigeria is hard &amp; jobs are scarce but if you ever find yourself working in an organization that threatens your menta…,I know Nigeria is hard ; jobs are scarce but if you ever find yourself working in an organization that threatens your menta…
depressed,Racheal1_ayo,1390652130084769794,2021-05-07 12:57:59,0,,,"RT @HardGuyOfficial: Your terrible JOB is the dream of every unemployed.
Your HOUSE is the dream of every homeless.
Your SMILE is the dream…",Your terrible JOB is the dream of every unemployed. Your HOUSE is the dream of every homeless. Your SMILE is the dream…
depressed,cloabigail_,1390652112930025472,2021-05-07 12:57:55,0,,,"""you alright darling"" no im depressed leave me alone?","""you alright darling"" no im depressed leave me alone?"
depressed,theluanm,1390652105950580744,2021-05-07 12:57:53,4,,,"she depressed but lookin’ good ✨

I am she. https://t.co/sy6iUgh5SJ",she depressed but lookin’ good ✨ I am she.
depressed,DilpreetKaur_13,1390652094235897859,2021-05-07 12:57:50,0,,,How do you console someone who is feeling depressed/ on the verge of giving up?,How do you console someone who is feeling depressed/ on the verge of giving up?
depressed,lonelyholdme,1390652076716445703,2021-05-07 12:57:46,0,,,RT @sampxi: @jandvenerable @AndrewThumper @barbs_olie @SouthSideGAClay my nigga you really ain’t lying. it’s either i’m sitting in the tub…,my nigga you really ain’t lying. it’s either i’m sitting in the tub…
depressed,mildewoutsold,1390652066880757762,2021-05-07 12:57:44,0,,,@starboyrexha you’re a depressed bottom.. https://t.co/tVoxhZuzl0,you’re a depressed bottom..
depressed,IMechanisms,1390651983896485895,2021-05-07 12:57:24,1,,,"@UTDDenovo Was reported as skull fracture. Typically when surgery done to fix the depressed skull fx, the blood underneath thats pushing on the brain is also removed. Very rarely just the skull fx","Was reported as skull fracture. Typically when surgery done to fix the depressed skull fx, the blood underneath thats pushing on the brain is also removed. Very rarely just the skull fx"
depressed,milffcake,1390651965936259078,2021-05-07 12:57:20,0,,,"Hey Siri, how do I stop being depressed? Kay thx.","Hey Siri, how do I stop being depressed? Kay thx."
depressed,yourskycafe2,1390651948177575945,2021-05-07 12:57:16,0,,,Anyone who also looks depressed right now??,Anyone who also looks depressed right now??
depressed,GODS_GIRL48,1390651920310755330,2021-05-07 12:57:09,0,,,"Oh my gosh, I’m about to break 😞 I need to get out of this house and away from you. You’re making us all depressed! But you don’t care about anyone but yourself. . .","Oh my gosh, I’m about to break 😞 I need to get out of this house and away from you. You’re making us all depressed! But you don’t care about anyone but yourself. . ."
depressed,Yeabema,1390651913025294337,2021-05-07 12:57:07,0,,,"RT @ItsSohailKhan: Best films to watch in this pandemic - #Karwaan #QaribQaribSingle #Piku , if ur feeling depressed then must watch these…","Best films to watch in this pandemic - Karwaan QaribQaribSingle Piku , if ur feeling depressed then must watch these…"
depressed,Hiddenbeautyx3,1390651869542879236,2021-05-07 12:56:57,0,,,RT @itsmariannnna: i’m super into BDSM (being depressed so much),i’m super into BDSM (being depressed so much)
